TransID;Tower;Name;Date;Hour;HabitatType;Harvest;Type;Height;Freshness;Phen;Weather;Temperature;OrthCaeS;OrthCaeM;OrthCaeL;OrthEnsS;OrthEnsM;OrthEnsL;OrthUnkS;OrthUnkM;OrthUnkL;LepS;LepM;LepL;ColS;ColM;ColL;DipS;DipM;DipL;AntS;AntM;AntL;OthS;OthM;OthL;Total;Divers
2;OsBalaguer;AJ;21/06/2023;13:16;Wild;No;grass;Short;dry;nonrep;CloudyWindy;27;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;2;0;0;4;0;0;12;0.25
3;OsBalaguer;AJ;21/06/2023;13:22;FieldLimit;Yes;shrubs;NA;dry;both;CloudyWindy;27;4;1;2;0;0;0;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;14;0.333333333
4;PlaRoquis;MP;25/05/2023;11:06;FieldLimit;Yes;grass;Short;dry;seeds;CloudyWindy;17;21;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;98;0;0;3;0;0;124;0.208333333
2;RocaGuilla;AJ;25/05/2023;12:30;Wild;No;grass;Tall;fresh;seeds;CloudyWindy;19;7;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;105;0;0;0;0;0;119;0.166666667
1;TossalRodo;AJ;18/05/2023;13:42;FieldLimit;No;shrubs;NA;dry;flowers;CloudyWindy;21;4;2;0;0;1;0;2;1;0;0;1;0;0;0;0;5;0;0;3;0;0;10;0;0;29;0.375
2;TossalRodo;AJ;18/05/2023;13:50;FieldLimit;No;shrubs;NA;dry;flowers;CloudyWindy;21;2;2;1;0;0;0;10;2;0;0;0;0;1;0;0;4;0;0;1;0;0;4;0;0;27;0.375
3;TossalRodo;AJ;18/05/2023;13:56;FieldLimit;No;grass;Short;dry;flowers;CloudyWindy;22;10;3;0;0;0;0;4;4;0;0;2;0;0;0;0;4;0;0;1;0;0;7;0;0;35;0.333333333
1;Cadolles;AJ;03/05/2023;9:47;FieldLimit;No;grass;Short;dry;nonrep;Sunny;18;4;3;0;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;2;0;0;3;1;0;20;0.333333333
2;Cadolles;AJ;03/05/2023;9:56;FieldLimit;No;grass;Short;dry;nonrep;Sunny;18;3;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;24;0;0;0;0;0;31;0.208333333
3;Cadolles;AJ;03/05/2023;10:02;FieldLimit;No;grass;Tall;dry;nonrep;Sunny;18;3;1;0;1;0;0;1;0;0;0;4;0;3;0;0;1;1;0;3;0;0;1;0;0;19;0.416666667
4;Cadolles;AJ;03/05/2023;10:13;Wild;No;shrubs;NA;dry;both;Sunny;19;4;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;12;0.25
5;Cadolles;AG;03/05/2023;10:13;Wild;No;shrubs;NA;dry;flowers;Sunny;12;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;0;0;0;0;0;1;0;0;12;0.166666667
6;Cadolles;AJ;03/05/2023;10:21;Wild;No;shrubs;NA;dry;flowers;Sunny;19;4;1;0;0;0;0;5;0;0;0;1;0;2;0;0;1;0;0;4;0;0;5;0;0;23;0.333333333
1;OsBalaguer;MB;11/05/2023;10:35;FieldLimit;No;grass;Short;dry;seeds;Sunny;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;0;2;0;0;9;0.166666667
1;OsBalaguer;AJ;02/06/2023;13:20;FieldLimit;No;shrubs;NA;dry;flowers;Sunny;24;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;1;0;17;0.208333333
2;OsBalaguer;MB;11/05/2023;10:53;Wild;No;shrubs;NA;dry;seeds;Sunny;14;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;8;0.166666667
2;OsBalaguer;AJ;02/06/2023;13:31;Wild;No;shrubs;NA;dry;nonrep;Sunny;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;1;0;14;0.166666667
3;OsBalaguer;MB;11/05/2023;11:00;FieldLimit;No;shrubs;NA;fresh;both;Sunny;14;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;2;0;0;3;0;0;10;0.166666667
3;OsBalaguer;AJ;02/06/2023;13:35;FieldLimit;No;shrubs;NA;dry;both;Sunny;24;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;15;0;0;0;0;0;2;0;0;21;0.208333333
4;OsBalaguer;MB;11/05/2023;11:44;Wild;No;grass;Short;dry;flowers;Sunny;14;0;6;1;0;2;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;20;0.291666667
4;OsBalaguer;AJ;02/06/2023;12:58;Wild;No;grass;Short;dry;both;Sunny;22;6;6;0;0;1;0;6;5;0;0;1;0;2;0;0;10;0;0;0;0;0;1;1;0;39;0.416666667
5;OsBalaguer;MB;11/05/2023;11:15;Wild;No;grass;Short;dry;flowers;Sunny;14;3;4;0;1;1;0;9;3;0;1;0;0;0;0;0;1;0;0;4;0;0;10;1;0;38;0.458333333
5;OsBalaguer;MB;18/05/2023;14:33;Wild;No;grass;Short;dry;flowers;Sunny;20;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;2;0;0;15;0;0;23;0.25
5;OsBalaguer;AJ;02/06/2023;13:05;Wild;No;grass;Short;dry;both;Sunny;22;5;6;0;0;0;0;4;3;0;0;0;0;1;0;0;10;0;0;0;0;0;12;0;0;41;0.291666667
6;OsBalaguer;MB;11/05/2023;11:26;FieldLimit;No;grass;Short;dry;flowers;Sunny;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;8;0;0;12;0.166666667
6;OsBalaguer;MB;18/05/2023;14:41;FieldLimit;No;grass;Short;dry;flowers;Sunny;20;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;0;1;0;0;3;0;0;10;0.25
6;OsBalaguer;AJ;02/06/2023;13:11;FieldLimit;No;grass;Short;dry;both;Sunny;22;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;11;0;0;0;0;0;4;1;0;29;0.208333333
1;PlaRoquis;AJ;02/06/2023;9:14;Wild;No;grass;Tall;dry;both;Sunny;17;6;4;0;0;1;0;14;4;0;0;0;0;1;0;0;1;0;0;53;0;0;7;0;0;91;0.375
2;PlaRoquis;AJ;02/06/2023;9:22;Wild;No;grass;Short;dry;both;Sunny;17;1;1;0;0;0;0;7;2;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;20;0.25
3;PlaRoquis;AJ;02/06/2023;9:28;Wild;No;shrubs;NA;dry;nonrep;Sunny;18;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;13;0.208333333
4;PlaRoquis;AJ;02/06/2023;9:33;FieldLimit;Yes;grass;Short;dry;seeds;Sunny;18;1;4;0;0;1;0;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;18;0.333333333
5;PlaRoquis;AJ;02/06/2023;9:38;FieldLimit;Yes;grass;Tall;dry;seeds;Sunny;18;2;1;1;1;0;0;5;0;0;0;0;0;1;0;0;1;0;0;124;0;0;6;0;1;143;0.416666667
6;PlaRoquis;AJ;02/06/2023;9:45;FieldLimit;No;shrubs;NA;dry;both;Sunny;18;3;1;0;0;0;0;5;0;1;0;0;0;1;0;0;2;0;0;276;0;0;1;0;0;290;0.333333333
1;Rabinat;MB;11/05/2023;13:30;Wild;No;grass;Tall;dry;seeds;Sunny;18;0;1;0;0;0;0;1;0;0;0;1;0;50;0;0;0;0;0;5;0;0;7;0;0;65;0.25
1;Rabinat;AJ;18/05/2023;10:15;Wild;No;grass;Tall;dry;flowers;Sunny;15;0;6;0;0;0;0;11;3;0;3;1;0;0;0;0;4;0;0;0;0;0;0;0;0;28;0.25
2;Rabinat;MB;11/05/2023;13:21;Wild;No;grass;Tall;dry;seeds;Sunny;18;0;3;0;0;4;0;0;6;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;18;0.291666667
2;Rabinat;AJ;18/05/2023;10:21;Wild;No;grass;Tall;dry;nonrep;Sunny;15;2;2;0;0;0;0;3;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;1;0;14;0.291666667
3;Rabinat;MB;11/05/2023;13:45;FieldLimit;No;grass;Short;dry;seeds;Sunny;18;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;1;0;1;0;0;6;0;0;12;0.208333333
3;Rabinat;AJ;18/05/2023;10:28;FieldLimit;No;grass;Short;dry;nonrep;Sunny;15;4;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0.125
4;Rabinat;MB;11/05/2023;13:37;FieldLimit;No;grass;Short;dry;both;Sunny;18;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;55;0;0;53;1;0;113;0.291666667
4;Rabinat;AJ;18/05/2023;10:32;FieldLimit;No;grass;Short;dry;nonrep;Sunny;15;1;3;0;0;0;0;6;5;0;0;0;0;2;0;0;1;0;0;50;0;0;0;1;0;69;0.333333333
5;Rabinat;MB;11/05/2023;13:55;Wild;No;grass;Tall;dry;flowers;Sunny;18;7;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;4;0;0;16;0;0;31;0.25
5;Rabinat;AJ;18/05/2023;10:00;Wild;No;grass;Tall;dry;nonrep;Sunny;14;3;1;0;0;0;0;5;0;0;0;0;0;4;2;0;5;0;0;102;0;0;2;0;0;124;0.333333333
5;Rabinat;AJ;21/06/2023;10:11;Wild;No;grass;Tall;dry;both;Sunny;25;3;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;12;0;0;5;0;0;25;0.291666667
6;Rabinat;MB;11/05/2023;14:03;Wild;No;grass;Tall;dry;nonrep;Sunny;18;2;0;0;0;0;0;1;0;0;0;1;0;6;0;0;1;0;0;7;0;0;10;0;0;28;0.291666667
6;Rabinat;AJ;18/05/2023;10:06;Wild;No;grass;Tall;dry;nonrep;Sunny;14;2;2;0;1;0;0;5;1;0;0;2;0;7;0;0;1;0;0;3;0;0;0;0;0;24;0.375
6;Rabinat;AJ;21/06/2023;10:17;Wild;No;grass;Tall;dry;seeds;Sunny;25;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4;0;0;4;0;0;11;0.208333333
1;RocaGuilla;AJ;01/05/2023;12:05;Wild;No;grass;Short;dry;nonrep;Sunny;19;0;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;9;0.25
1;RocaGuilla;AJ;02/06/2023;11:03;Wild;No;grass;Short;dry;seeds;Sunny;21;6;6;0;0;0;0;6;1;0;0;0;0;0;0;0;3;0;0;0;0;0;1;2;0;25;0.291666667
2;RocaGuilla;AJ;01/05/2023;12:12;Wild;No;grass;Short;dry;nonrep;Sunny;19;2;7;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;16;0.333333333
2;RocaGuilla;AJ;02/06/2023;11:11;Wild;No;grass;Short;dry;seeds;Sunny;21;10;6;1;0;1;0;6;5;0;0;0;0;0;0;0;1;0;0;22;0;0;0;0;1;53;0.375
3;RocaGuilla;AJ;01/05/2023;11:52;FieldLimit;No;grass;Short;dry;both;Sunny;19;0;19;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;26;0.166666667
3;RocaGuilla;AJ;02/06/2023;11:21;FieldLimit;No;grass;Tall;dry;seeds;Sunny;22;7;3;1;0;0;0;6;5;0;0;1;0;0;0;0;2;0;0;0;0;0;3;0;3;31;0.375
4;RocaGuilla;AJ;01/05/2023;11:46;FieldLimit;No;grass;Short;dry;flowers;Sunny;19;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;5;0.208333333
4;RocaGuilla;AJ;02/06/2023;11:26;FieldLimit;No;grass;Short;dry;seeds;Sunny;22;7;2;0;0;0;0;6;1;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;20;0.291666667
5;RocaGuilla;AJ;01/05/2023;11:41;Wild;No;shrubs;NA;dry;flowers;Sunny;18;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;7;0.208333333
5;RocaGuilla;AJ;02/06/2023;11:31;Wild;No;shrubs;NA;dry;seeds;Sunny;22;8;6;0;0;0;0;7;4;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;28;0.25
6;RocaGuilla;AJ;01/05/2023;11:31;FieldLimit;No;grass;Short;dry;flowers;Sunny;18;0;6;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0.25
6;RocaGuilla;AJ;02/06/2023;11:38;FieldLimit;No;grass;Short;dry;seeds;Sunny;22;12;15;1;0;0;0;5;3;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;40;0.291666667
1;TossalFonta;AJ;08/07/2023;10:17;FieldLimit;No;shrubs;NA;fresh;nonrep;Sunny;18;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;2;0;0;65;0.166666667
1;TossalFonta;MB;18/05/2023;10:55;FieldLimit;No;shrubs;NA;dry;nonrep;Sunny;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;0;0;5;0;0;14;0.125
2;TossalFonta;AJ;08/05/2023;10:24;FieldLimit;No;shrubs;NA;fresh;nonrep;Sunny;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;2;0;0;34;0.083333333
2;TossalFonta;MB;18/05/2023;11:07;FieldLimit;No;shrubs;NA;dry;nonrep;Sunny;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;5;0;0;13;0.125
3;TossalFonta;MB;18/05/2023;11:14;FieldLimit;No;shrubs;NA;dry;nonrep;Sunny;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;10;0;0;4;0;0;17;0.166666667
4;TossalFonta;AJ;08/05/2023;10:43;Wild;No;grass;Short;fresh;flowers;Sunny;18;6;1;0;0;0;0;4;2;0;0;1;0;0;0;0;3;0;0;195;0;0;4;0;0;216;0.333333333
5;TossalFonta;AJ;08/05/2023;10:48;Wild;No;grass;Short;fresh;flowers;Sunny;18;3;0;0;0;1;0;2;6;0;0;0;0;0;0;0;3;0;0;104;0;0;0;0;0;119;0.25
5;TossalFonta;MB;18/05/2023;11:23;Wild;No;grass;Short;dry;flowers;Sunny;17;2;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;5;0;103;0;0;6;0;0;121;0.375
6;TossalFonta;AJ;08/05/2023;10:52;Wild;No;grass;Short;fresh;flowers;Sunny;18;1;0;0;0;0;0;2;4;0;0;3;0;0;0;0;0;1;0;168;0;0;2;0;0;181;0.291666667
1;TossalRodo;AJ;02/05/2023;13:09;FieldLimit;No;shrubs;NA;dry;flowers;Sunny;20;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;8;0.25
2;TossalRodo;AJ;02/05/2023;13:15;FieldLimit;No;grass;Short;dry;flowers;Sunny;20;1;2;0;0;0;0;1;0;0;0;3;0;0;0;0;3;1;0;2;0;0;1;0;0;14;0.333333333
3;TossalRodo;AJ;02/05/2023;13:23;FieldLimit;No;grass;Short;dry;flowers;Sunny;20;0;5;0;0;0;0;7;5;0;0;4;0;0;0;0;1;0;0;0;0;0;1;1;0;24;0.291666667
4;TossalRodo;AJ;02/05/2023;13:30;Wild;No;shrubs;NA;dry;nonrep;Sunny;21;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;12;0.166666667
4;TossalRodo;AJ;18/05/2023;14:05;Wild;No;shrubs;NA;dry;nonrep;Sunny;22;3;0;0;0;0;0;7;2;0;0;0;0;0;0;0;13;0;0;21;0;0;2;0;0;48;0.25
4;TossalRodo;AJ;31/05/2023;14:05;Wild;No;shrubs;NA;dry;nonrep;Sunny;27;3;2;0;0;0;0;10;1;0;0;2;0;1;0;0;5;0;0;2;0;0;2;0;0;28;0.375
5;TossalRodo;AJ;02/05/2023;13:35;Wild;No;shrubs;NA;dry;nonrep;Sunny;21;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0.125
5;TossalRodo;AJ;31/05/2023;14:11;Wild;No;shrubs;NA;dry;nonrep;Sunny;27;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;19;0.166666667
6;TossalRodo;AJ;02/05/2023;13:40;Wild;No;shrubs;NA;dry;nonrep;Sunny;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;7;0;0;1;0;0;15;0.166666667
6;TossalRodo;AJ;18/05/2023;14:15;Wild;No;shrubs;NA;dry;nonrep;Sunny;22;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;12;0;0;6;0;0;0;0;0;23;0.25
1;ValldelsPous;AJ;01/05/2023;9:30;FieldLimit;No;shrubs;NA;fresh;nonrep;Sunny;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;1;0;0;52;0.125
2;ValldelsPous;AJ;01/05/2023;9:40;FieldLimit;No;grass;Short;fresh;nonrep;Sunny;14;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;7;0.125
3;ValldelsPous;AJ;01/05/2023;9:47;FieldLimit;No;grass;Short;fresh;flowers;Sunny;14;1;1;0;0;1;0;7;2;0;0;0;0;0;1;0;2;0;0;104;0;0;4;1;0;124;0.416666667
4;ValldelsPous;AG;01/05/2023;10:08;Wild;No;grass;Short;dry;nonrep;Sunny;11;22;2;0;0;0;0;0;4;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;32;0.208333333
5;ValldelsPous;MP;01/05/2023;10:04;Wild;No;grass;Short;dry;nonrep;Sunny;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;39;0;0;0;0;0;56;0.125
6;ValldelsPous;AJ;01/05/2023;10:12;Wild;No;grass;Short;dry;flowers;Sunny;16;5;0;0;1;0;0;10;3;0;0;0;0;1;0;0;1;0;0;3;0;0;7;0;0;31;0.333333333
2;OsBalaguer;MB;18/05/2023;14:07;Wild;No;shrubs;NA;dry;nonrep;SunnyWindy;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;8;0.125
3;OsBalaguer;MB;18/05/2023;14:03;FieldLimit;No;shrubs;NA;dry;flowers;SunnyWindy;20;2;0;0;1;0;0;0;0;0;0;2;0;1;0;0;5;0;0;0;0;0;8;1;0;20;0.291666667
4;OsBalaguer;MB;18/05/2023;14:25;Wild;No;grass;Short;dry;flowers;SunnyWindy;20;0;5;0;0;0;0;1;4;0;0;0;0;1;0;0;3;1;0;0;0;0;13;1;0;29;0.333333333
1;RocaGuilla;AJ;22/06/2023;10:19;Wild;No;grass;Tall;dry;seeds;SunnyWindy;23;8;2;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;19;0.208333333
2;RocaGuilla;AJ;22/06/2023;10:26;Wild;No;grass;Tall;dry;seeds;SunnyWindy;23;16;3;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;50;0;0;6;0;0;78;0.291666667
3;RocaGuilla;AJ;22/06/2023;10:36;FieldLimit;No;grass;Tall;dry;both;SunnyWindy;23;5;1;1;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;17;0.291666667
4;RocaGuilla;AJ;22/06/2023;10:42;FieldLimit;No;grass;Short;dry;both;SunnyWindy;24;5;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0.166666667
5;RocaGuilla;AJ;22/06/2023;10:48;Wild;No;shrubs;NA;dry;nonrep;SunnyWindy;24;9;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;18;0.291666667
6;RocaGuilla;AJ;22/06/2023;10:54;FieldLimit;No;grass;Short;dry;flowers;SunnyWindy;24;12;3;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;22;0.25
3;TossalFonta;AJ;08/05/2023;10:30;FieldLimit;No;shrubs;NA;fresh;nonrep;SunnyWindy;18;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;4;0;0;1;0;0;9;0.208333333
1;TossalRodo;AJ;31/05/2023;13:39;FieldLimit;No;shrubs;NA;dry;nonrep;SunnyWindy;26;5;2;0;0;0;0;13;1;0;0;0;0;1;0;0;3;0;0;5;0;0;4;0;0;34;0.333333333
2;TossalRodo;AJ;31/05/2023;13:47;FieldLimit;No;shrubs;NA;dry;flowers;SunnyWindy;26;4;4;1;0;0;0;10;4;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;27;0.291666667
3;TossalRodo;AJ;31/05/2023;13:53;FieldLimit;No;grass;Tall;dry;flowers;SunnyWindy;26;13;7;0;0;0;0;17;3;0;0;4;0;1;0;0;3;0;0;0;0;0;1;0;0;49;0.333333333
5;TossalRodo;AJ;18/05/2023;14:10;Wild;No;shrubs;NA;dry;nonrep;SunnyWindy;22;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;7;0;0;3;0;0;2;0;1;16;0.25
